seed,answer,clearData,clearRepresent,complex,confid,confus,crowd,deciph,distinguish,distract,effect,find,identifi,inform,lost,meanElem,meanOveral,messi,obvious,organiz,read,readabl,represent,see,simpl,understandEasi,understandQuick,valu,visibl
96062185720,-1,-2,-1,-1.0,0.0,-2.0,2.0,-1.0,0.0,-2,-1.0,-1,-2.0,-2,-2,-1.0,-1.0,0,-2,1.0,0.0,0.0,-1.0,1.0,2.0,-2.0,-1.0,1.0,-1.0
48553782638,1,-1,1,-1.0,1.0,0.0,-1.0,-1.0,1.0,1,0.0,1,1.0,1,1,2.0,2.0,1,2,0.0,1.0,-1.0,2.0,1.0,-1.0,-1.0,1.0,1.0,1.0
197526329472,1,-3,2,2.0,1.0,-1.0,1.0,-2.0,-2.0,-2,-1.0,1,2.0,2,-1,2.0,2.0,-1,2,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0
19836321813,1,-1,1,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,0,1.0,0,0,1.0,2.0,-1,1,1.0,0.0,1.0,1.0,2.0,-1.0,0.0,-1.0,1.0,0.0
92737699427,1,-1,0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1,1.0,1,1.0,-1,0,0.0,0.0,0,2,-1.0,1.0,1.0,0.0,2.0,-1.0,-1.0,0.0,1.0,1.0
9145289832,0,-2,-2,-1.0,1.0,-2.0,2.0,-1.0,-2.0,-2,-2.0,-2,-1.0,-1,-1,-1.0,1.0,3,1,0.0,0.0,-1.0,2.0,2.0,0.0,-1.0,-1.0,-3.0,2.0
50262170613,1,-1,-2,-2.0,1.0,-1.0,1.0,-2.0,-1.0,0,-2.0,-1,-1.0,-2,0,1.0,1.0,0,1,-2.0,,,,1.0,,-3.0,,1.0,-1.0
76786716520,1,-2,-1,1.0,0.0,-1.0,-1.0,1.0,-1.0,1,-2.0,-1,-1.0,1,-2,1.0,0.0,1,-1,-1.0,-1.0,-1.0,-2.0,-2.0,-1.0,-1.0,1.0,1.0,-1.0
92912224919,2,-1,-1,-3.0,3.0,-2.0,-3.0,-3.0,-3.0,-3,1.0,-1,-1.0,-1,-3,-1.0,2.0,-2,-1,-1.0,-1.0,1.0,-1.0,2.0,-2.0,-1.0,-1.0,-3.0,-1.0
179144906083,-1,-2,-3,1.0,-1.0,-3.0,1.0,-2.0,-3.0,1,0.0,-2,-2.0,0,-1,0.0,2.0,2,2,-2.0,-2.0,-3.0,-1.0,-3.0,0.0,-2.0,1.0,-2.0,1.0
173759708681,-1,-1,0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1,-1.0,0,0.0,-1,-1,1.0,1.0,1,0,0.0,-1.0,-2.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
63472476875,1,-2,-3,-2.0,2.0,-2.0,-1.0,-3.0,1.0,-2,0.0,-1,-2.0,1,-1,1.0,2.0,-3,3,-3.0,-2.0,-1.0,1.0,3.0,-2.0,2.0,,-3.0,2.0
125157255878,1,-2,-2,-2.0,2.0,-3.0,-2.0,-2.0,-2.0,-2,-2.0,-2,-1.0,-2,-3,-2.0,2.0,-2,-1,-2.0,-3.0,-1.0,-2.0,0.0,-2.0,-3.0,-2.0,-2.0,0.0
209499774658,3,2,3,3.0,3.0,2.0,3.0,3.0,3.0,1,2.0,2,3.0,2,3,3.0,3.0,2,3,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0
76099741620,2,-1,1,-1.0,2.0,-1.0,0.0,-1.0,-1.0,0,-2.0,0,-1.0,-1,0,2.0,1.0,-1,1,1.0,-2.0,-2.0,1.0,-2.0,-1.0,1.0,-1.0,2.0,-1.0
181277667564,-1,-2,-1,-2.0,2.0,0.0,-2.0,-2.0,-3.0,-2,-3.0,-3,-1.0,-2,-2,0.0,1.0,-3,0,-3.0,-3.0,-3.0,0.0,-2.0,-2.0,1.0,0.0,-2.0,-2.0
98769693927,-1,-1,-1,-1.0,2.0,-1.0,-2.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,1,-1.0,1.0,-2,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3.0,1.0
67824359990,2,1,1,-1.0,2.0,0.0,2.0,0.0,-1.0,2,2.0,0,,2,2,0.0,1.0,1,2,0.0,0.0,1.0,2.0,-2.0,,2.0,-1.0,-1.0,-2.0
173046933417,1,1,-1,1.0,2.0,2.0,-1.0,2.0,1.0,-1,1.0,-1,2.0,1,2,1.0,2.0,-1,2,-1.0,1.0,2.0,2.0,-1.0,2.0,2.0,2.0,2.0,-1.0
107199746547,0,-1,0,0.0,0.0,-2.0,-3.0,-3.0,-2.0,-3,-3.0,-2,0.0,-1,0,,0.0,-3,0,-2.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,
30018715645,-2,-2,-2,-2.0,1.0,-2.0,-2.0,-2.0,1.0,1,1.0,-3,-1.0,-2,-2,-1.0,1.0,-1,-2,-2.0,-3.0,-3.0,-1.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0
40991840033,2,0,-1,-1.0,2.0,-1.0,-2.0,0.0,-1.0,-1,-2.0,-1,-1.0,1,-1,1.0,1.0,-2,0,-2.0,0.0,-2.0,-1.0,0.0,-1.0,2.0,0.0,0.0,2.0
64528797824,1,0,0,0.0,1.0,1.0,1.0,0.0,-1.0,-2,0.0,0,0.0,1,0,-1.0,1.0,-1,1,1.0,1.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,-1.0
19362189953,2,-1,-1,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-3,-2.0,-1,0.0,0,-2,-2.0,-2.0,-3,-3,-1.0,-2.0,1.0,-1.0,-1.0,-2.0,1.0,-2.0,1.0,1.0
90626820379,3,-1,-1,-1.0,3.0,-1.0,-1.0,1.0,-1.0,-1,-2.0,-2,1.0,0,-1,2.0,3.0,-1,3,-3.0,0.0,0.0,2.0,1.0,-1.0,2.0,0.0,-2.0,-2.0
196972158657,-1,2,1,-2.0,1.0,1.0,2.0,-2.0,2.0,2,2.0,-2,1.0,1,-1,-2.0,2.0,0,2,2.0,-3.0,-1.0,2.0,0.0,-2.0,-1.0,-1.0,-2.0,0.0
128192067653,2,3,2,2.0,3.0,-1.0,-1.0,2.0,3.0,-1,3.0,3,3.0,3,-2,3.0,3.0,0,2,2.0,3.0,0.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0
207844865524,1,-3,-1,-3.0,0.0,-1.0,1.0,-3.0,-3.0,-3,0.0,0,-2.0,-1,-3,1.0,1.0,-1,-1,-3.0,-3.0,1.0,-1.0,1.0,-3.0,-1.0,-3.0,1.0,0.0
27521086825,1,1,0,-1.0,2.0,-2.0,-2.0,-1.0,2.0,1,1.0,-1,-1.0,-1,1,-1.0,2.0,-1,2,-2.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,2.0,1.0
37174437814,-2,-2,-1,-1.0,2.0,-1.0,-1.0,0.0,-1.0,-1,,-2,-2.0,-1,1,1.0,1.0,-1,-1,0.0,1.0,1.0,3.0,-2.0,-1.0,-1.0,1.0,2.0,2.0
76357474290,3,3,3,3.0,3.0,3.0,3.0,3.0,2.0,2,3.0,3,3.0,3,3,3.0,3.0,3,3,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
89281064013,2,-1,1,2.0,2.0,1.0,2.0,1.0,-2.0,-2,1.0,-2,-2.0,1,-1,2.0,3.0,-1,2,-1.0,1.0,1.0,-1.0,-2.0,1.0,-1.0,-1.0,-2.0,-3.0
173764937228,3,-1,-1,2.0,3.0,-3.0,-3.0,-2.0,3.0,-3,3.0,-2,0.0,2,-2,-2.0,3.0,-3,2,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,-3.0,3.0
51154654979,1,1,-2,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1,2.0,-1,-1.0,-1,1,-2.0,2.0,-2,1,1.0,-2.0,2.0,1.0,1.0,-2.0,-2.0,-1.0,2.0,1.0
25737030450,2,-2,-1,-1.0,1.0,0.0,1.0,-1.0,-2.0,-2,-2.0,1,1.0,0,3,0.0,1.0,-1,0,-1.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0
137694366431,1,1,1,0.0,2.0,0.0,0.0,0.0,1.0,-1,2.0,2,1.0,2,0,2.0,2.0,0,2,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
189430560024,0,-1,-2,-2.0,0.0,-2.0,-2.0,-2.0,-1.0,-3,-3.0,-3,-2.0,-1,-3,-3.0,-1.0,-2,-1,-2.0,-2.0,0.0,-2.0,-1.0,-2.0,-2.0,-3.0,0.0,-1.0
212287869764,-1,-3,-1,-1.0,3.0,-3.0,3.0,1.0,0.0,-1,0.0,-2,2.0,-2,2,2.0,2.0,0,3,2.0,-3.0,-3.0,2.0,-2.0,-2.0,3.0,2.0,-3.0,-2.0
4363472226,-1,-2,-3,-2.0,1.0,-3.0,-2.0,-2.0,-2.0,1,-3.0,-3,1.0,-2,-1,1.0,1.0,-3,0,-2.0,-3.0,-3.0,2.0,2.0,-3.0,-2.0,-2.0,0.0,2.0
124526069594,-1,-2,-2,-2.0,-1.0,-1.0,0.0,-2.0,-3.0,-2,-2.0,-2,-3.0,-3,-1,-1.0,-2.0,-1,-1,-1.0,-3.0,-2.0,-1.0,-3.0,-3.0,-2.0,-3.0,-1.0,-1.0
134506442547,0,-1,-2,0.0,3.0,-3.0,1.0,-2.0,2.0,-1,-2.0,2,-2.0,-3,-1,2.0,1.0,-3,3,-1.0,-2.0,-1.0,3.0,0.0,-3.0,1.0,2.0,1.0,0.0
17553331433,1,0,-2,-2.0,1.0,-2.0,2.0,-2.0,-1.0,-1,0.0,1,2.0,0,1,-1.0,2.0,-1,1,0.0,0.0,-2.0,1.0,1.0,-1.0,1.0,2.0,1.0,0.0
141687625080,3,1,1,2.0,1.0,-1.0,1.0,1.0,3.0,2,1.0,2,2.0,3,0,2.0,2.0,-2,3,3.0,1.0,1.0,1.0,2.0,-1.0,1.0,1.0,2.0,3.0
208030158690,2,-1,-1,1.0,2.0,-1.0,0.0,0.0,1.0,-1,-1.0,1,1.0,0,0,1.0,2.0,-1,2,-2.0,0.0,-1.0,2.0,-1.0,-2.0,0.0,0.0,2.0,-1.0
176302711483,0,-1,-2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-2,-1.0,-1,-1.0,-1,-1,-2.0,-1.0,-2,-1,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-2.0,-2.0,1.0,-1.0
79408624587,1,0,0,1.0,2.0,1.0,0.0,0.0,-2.0,-1,-1.0,-1,1.0,-1,0,2.0,2.0,0,2,0.0,1.0,2.0,1.0,-1.0,-1.0,2.0,2.0,-1.0,1.0
115041545982,1,-2,-2,2.0,1.0,-2.0,-2.0,3.0,0.0,-2,0.0,-2,-2.0,-1,-2,-1.0,2.0,-2,1,-2.0,-1.0,1.0,2.0,2.0,-2.0,1.0,0.0,2.0,0.0
63775514274,1,1,2,-1.0,1.0,1.0,1.0,0.0,1.0,0,1.0,0,1.0,1,1,0.0,1.0,2,1,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0
40447367170,3,1,1,1.0,2.0,-2.0,-1.0,2.0,2.0,-3,-1.0,2,1.0,1,1,2.0,1.0,-2,2,-1.0,1.0,1.0,2.0,2.0,-2.0,2.0,-1.0,2.0,1.0
103103191525,2,-2,-2,-2.0,2.0,-3.0,-3.0,-2.0,-2.0,-2,-3.0,-3,-2.0,-1,-2,-1.0,-2.0,-2,2,-3.0,-2.0,-3.0,-2.0,-2.0,-3.0,-2.0,-2.0,-2.0,-3.0
155933231638,2,0,2,2.0,2.0,1.0,2.0,0.0,1.0,2,2.0,2,2.0,2,2,2.0,2.0,2,2,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0
188551475810,2,-2,1,1.0,2.0,1.0,-2.0,1.0,-1.0,0,-2.0,1,1.0,1,1,2.0,2.0,-3,2,-3.0,2.0,0.0,2.0,3.0,-1.0,2.0,1.0,1.0,3.0
61144878454,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,3,3.0,3,2.0,2,2,3.0,3.0,2,3,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
212286853592,1,0,-2,0.0,2.0,-1.0,-1.0,-1.0,0.0,0,0.0,1,1.0,1,-1,1.0,2.0,-2,2,-2.0,1.0,1.0,1.0,-3.0,-1.0,0.0,1.0,-3.0,-3.0
42904869833,-1,-1,-1,-1.0,-1.0,-2.0,2.0,-1.0,-1.0,0,-1.0,-1,-1.0,-1,-1,1.0,2.0,1,-1,-2.0,0.0,0.0,1.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0
184222624051,2,-3,3,-1.0,2.0,-1.0,-3.0,-2.0,2.0,-2,-3.0,1,-1.0,-1,-1,2.0,2.0,-3,1,-2.0,-1.0,2.0,0.0,2.0,-2.0,-2.0,2.0,1.0,-1.0
58133302660,-2,-3,-3,-3.0,-3.0,-2.0,-3.0,-2.0,-3.0,-3,-2.0,-2,-2.0,-3,-2,-2.0,-2.0,-3,-3,-3.0,-2.0,-3.0,-2.0,-2.0,-3.0,-2.0,-2.0,-3.0,-2.0
25477162886,-2,-3,-3,-3.0,1.0,-3.0,-3.0,-3.0,1.0,-3,-3.0,-3,-3.0,-3,-3,-3.0,0.0,-3,-1,-3.0,-3.0,-3.0,-1.0,-3.0,-2.0,-3.0,-3.0,1.0,-3.0
47325163571,1,-3,1,-2.0,2.0,-3.0,-3.0,0.0,-2.0,-2,2.0,-2,2.0,-2,-1,3.0,3.0,-3,3,1.0,-2.0,0.0,3.0,2.0,-2.0,-2.0,2.0,2.0,-1.0
74152648478,-1,-2,-2,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,-2,-3.0,-2,-2.0,-1,-2,-1.0,-1.0,-2,0,-3.0,-1.0,-1.0,-1.0,-2.0,-2.0,-1.0,-1.0,-2.0,-2.0
115660033913,2,1,1,2.0,2.0,-1.0,0.0,1.0,0.0,-1,1.0,-1,0.0,1,1,1.0,2.0,2,2,0.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0
198932615448,-3,-3,-1,1.0,2.0,-2.0,1.0,-2.0,-3.0,-3,0.0,-1,-3.0,-1,-1,-1.0,3.0,1,1,-1.0,1.0,-1.0,1.0,-3.0,1.0,1.0,1.0,-2.0,-3.0
148922736490,3,2,2,2.0,3.0,2.0,2.0,2.0,1.0,3,1.0,2,2.0,1,1,2.0,3.0,1,3,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,-2.0,3.0
142283894813,-3,-3,-3,-3.0,-3.0,-3.0,2.0,-3.0,-3.0,-3,-3.0,-3,-3.0,-3,-3,-3.0,0.0,-2,-3,-2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
96747143788,1,-1,-1,,2.0,-1.0,-1.0,1.0,2.0,-3,-2.0,-2,1.0,-1,1,2.0,3.0,-2,2,1.0,,1.0,1.0,2.0,-1.0,1.0,2.0,1.0,2.0
193708114995,1,-2,-1,-2.0,0.0,-3.0,-3.0,-2.0,-2.0,-1,-1.0,-2,-1.0,-1,-1,-2.0,-1.0,-2,1,-1.0,-2.0,-2.0,1.0,-2.0,-3.0,-1.0,-3.0,1.0,-2.0
79741378693,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,3,3.0,3,3.0,3,3,3.0,3.0,3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
95486438620,2,1,1,-1.0,3.0,1.0,-1.0,0.0,1.0,-1,1.0,1,1.0,1,-1,1.0,3.0,-1,3,2.0,1.0,2.0,1.0,2.0,-1.0,2.0,1.0,-3.0,2.0
214439191922,2,0,-1,0.0,3.0,2.0,-1.0,1.0,1.0,0,0.0,0,2.0,1,0,1.0,2.0,0,1,0.0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,-3.0,0.0
140152760592,1,-2,-1,1.0,-1.0,-2.0,1.0,-2.0,-3.0,2,1.0,0,-3.0,-1,-3,1.0,-1.0,2,1,2.0,-2.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,0.0
70331613629,2,0,-1,2.0,3.0,1.0,-2.0,1.0,2.0,-2,1.0,2,2.0,2,2,2.0,3.0,-2,3,0.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0
29024350720,-1,-2,-1,-1.0,-2.0,-1.0,0.0,-2.0,-3.0,-2,-2.0,-2,-1.0,-2,-1,-1.0,2.0,-2,-1,-2.0,-2.0,-1.0,-2.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0
184368993887,2,2,2,2.0,3.0,2.0,0.0,2.0,1.0,0,2.0,2,1.0,1,1,3.0,3.0,0,2,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,-3.0,2.0
135038691195,0,-1,-1,-2.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,-1,0.0,-1,-1,-1.0,-1.0,-2,-1,-1.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
158802740052,0,-2,-2,-2.0,0.0,-2.0,-3.0,-2.0,-2.0,-2,0.0,-2,-2.0,-1,-1,0.0,-2.0,-3,0,-2.0,-1.0,-2.0,-2.0,0.0,-1.0,0.0,-2.0,0.0,-1.0
126562908272,1,-1,-1,1.0,2.0,-1.0,-1.0,0.0,-2.0,-1,1.0,-1,-1.0,0,1,2.0,2.0,-1,1,-2.0,0.0,0.0,2.0,-3.0,0.0,1.0,0.0,1.0,-2.0
40758763395,-1,-1,-2,-2.0,0.0,-2.0,-2.0,-2.0,-1.0,-2,-2.0,1,-1.0,-1,-1,-2.0,-2.0,-2,-1,-3.0,0.0,-2.0,-2.0,-1.0,-2.0,1.0,-1.0,-1.0,0.0
210532870573,-1,-3,-2,-3.0,-1.0,-3.0,-3.0,-3.0,-3.0,-3,-3.0,-2,-1.0,-3,0,-1.0,0.0,-3,-2,-3.0,-3.0,-2.0,0.0,-3.0,-3.0,-3.0,-3.0,0.0,-1.0
64733735053,0,2,1,1.0,0.0,0.0,0.0,0.0,1.0,0,1.0,1,1.0,0,0,1.0,0.0,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
124667011481,2,2,2,2.0,2.0,2.0,2.0,1.0,1.0,2,2.0,2,2.0,1,2,2.0,3.0,2,3,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0
115212753824,-1,-3,-3,-1.0,1.0,-3.0,2.0,-3.0,3.0,-1,-3.0,-2,2.0,-3,-1,1.0,-2.0,-2,3,-2.0,-2.0,-2.0,3.0,-1.0,-2.0,-2.0,-2.0,1.0,2.0
163525726327,1,2,1,2.0,2.0,1.0,-2.0,1.0,1.0,1,2.0,2,1.0,2,1,1.0,2.0,1,2,1.0,1.0,1.0,1.0,2.0,-1.0,1.0,2.0,2.0,2.0
168294883971,0,-3,0,-2.0,3.0,-1.0,3.0,2.0,-3.0,-3,1.0,-3,1.0,-3,1,-3.0,3.0,3,2,2.0,-3.0,-3.0,-2.0,-3.0,-3.0,-3.0,0.0,1.0,-3.0
66559699693,1,-1,1,-1.0,2.0,1.0,-1.0,1.0,2.0,2,-1.0,2,1.0,1,1,1.0,2.0,-1,1,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-2.0,-1.0
205929089573,2,1,2,1.0,2.0,2.0,1.0,2.0,3.0,1,1.0,2,2.0,2,3,2.0,1.0,2,2,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0
58211845751,-1,1,-1,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,-1,-1.0,-1,2,1.0,2.0,-1,1,1.0,-1.0,-1.0,1.0,1.0,-2.0,2.0,-1.0,1.0,1.0
159730530259,3,-1,-1,0.0,2.0,-2.0,0.0,-1.0,0.0,-2,1.0,0,1.0,0,-1,1.0,2.0,-1,2,-1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0
146622442084,3,3,3,3.0,3.0,3.0,2.0,2.0,2.0,1,2.0,2,3.0,2,3,3.0,3.0,2,3,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0
116233475553,-1,-1,-2,0.0,1.0,1.0,-1.0,-2.0,-2.0,-1,-1.0,-1,-1.0,-1,0,2.0,3.0,-1,1,-1.0,0.0,1.0,1.0,0.0,-1.0,1.0,-1.0,1.0,0.0
