seed,stimulus,answer,clearData,clearRepresent,complex,confid,confus,crowd,deciph,distinguish,distract,effect,find,identifi,inform,lost,meanElem,meanOveral,messi,obvious,organiz,read,readabl,represent,see,simpl,understandEasi,understandQuick,valu,visibl
138960565166,A,3,2,2,2,3,3,2,2,1,3,2,2,2,2,2,2,3,2,3,1,2,2,3,2,2,2,2,2,3
110715972291,A,2,2,2,3,2,3,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,3,2,2,2,1
182891059788,A,0,-2,-1,-1,1,-1,0,-2,-1,-1,-2,0,-1,-1,-1,0,0,-2,0,-2,-1,-1,0,-2,-2,-1,-1,-1,-1
163812067917,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2
168118839745,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
30056894262,A,2,1,1,1,3,1,2,2,1,2,1,-1,2,1,1,2,3,-1,1,-2,2,3,1,1,1,3,2,-1,1
139003235210,A,3,3,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2
142926149518,A,2,2,1,3,3,2,2,3,3,2,2,2,3,2,2,2,2,2,3,0,2,2,3,-1,2,2,3,-2,1
19625198851,A,2,1,,2,2,-2,0,2,2,3,1,1,3,2,-2,3,2,0,2,1,1,2,2,-3,2,2,3,1,-3
121149912535,A,1,2,2,3,2,2,2,3,1,2,1,1,3,2,2,3,3,3,2,0,2,2,2,2,3,3,2,1,2
61723593093,A,3,2,2,2,3,1,2,2,3,-1,2,2,2,2,-1,2,2,1,2,2,2,2,2,2,1,2,1,3,2
141049051288,A,3,3,3,2,2,3,2,2,3,2,2,3,3,2,2,3,3,3,3,,3,2,3,2,2,2,3,2,3
143832488915,A,2,0,1,3,2,2,0,-1,1,2,-1,2,1,0,0,1,1,0,3,2,2,2,2,2,2,1,2,2,-1
65666717018,A,2,2,2,3,2,2,2,2,2,3,3,2,2,2,3,3,3,2,3,3,2,2,2,2,3,2,3,3,2
113799506041,A,3,2,2,3,2,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3
150018312878,A,2,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,-1
202659849364,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
64395515173,A,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,3,-1,3,2,3,0,3,3,3,1,-3
162866427367,A,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,3,3,3,2,3
181750651166,A,2,2,2,2,3,3,2,2,3,3,2,3,2,2,3,2,3,2,2,3,2,2,2,3,3,2,3,2,3
83162401127,A,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1
202037734972,A,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3
24480216049,A,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
172879151412,A,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,2,2,2,2,-2,2,2,2,2,-2
163125738364,A,3,1,2,1,3,2,2,1,3,1,3,2,2,3,3,2,2,2,2,2,3,3,3,3,2,2,3,2,2
92118601056,A,3,2,2,2,2,3,2,2,1,2,2,2,2,3,2,3,3,3,2,3,2,2,3,2,2,3,3,1,2
61776647033,A,3,3,2,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3
70341559735,A,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
182951046065,A,3,2,3,2,3,3,2,3,3,1,2,2,3,3,3,3,3,1,3,0,3,2,3,1,2,3,3,3,2
33739573594,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
65138745378,A,2,3,3,3,2,3,3,3,1,3,3,3,2,2,3,2,2,3,3,3,3,3,3,1,3,3,3,2,2
17255403349,A,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3
150997388642,A,3,2,2,3,2,3,3,3,2,3,2,2,3,3,3,3,3,2,2,0,2,2,3,1,3,3,3,2,3
200862171748,A,2,2,1,2,3,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,-1,2,2,3,2,
73583463397,A,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,1,2,2,2,2,1
52921172275,A,2,3,3,2,2,3,3,2,2,3,2,3,3,3,3,3,2,2,3,3,3,3,3,1,3,3,3,3,3
52702172596,A,1,1,2,-1,2,1,2,2,0,2,1,2,2,3,2,2,2,1,3,2,2,3,2,1,2,2,3,1,2
208896915870,A,2,2,2,2,2,2,2,3,0,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,3,2,2,1,0
46966260294,A,2,1,-1,0,2,2,-1,1,1,-1,1,1,1,1,0,0,2,-1,1,-2,0,-1,1,1,1,1,1,0,1
50436292658,A,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,3,3,0,3,-2,3,2,3,2,3,3,3,3,1
189290024233,A,2,0,-1,-1,2,1,2,0,3,0,-1,1,3,0,1,2,2,1,2,-2,1,1,2,1,1,0,1,2,1
141273652584,A,1,2,2,2,3,2,1,1,3,3,2,-2,1,1,1,3,3,1,3,0,2,0,3,2,1,2,-1,0,-1
7463126192,A,2,2,2,2,3,3,3,3,3,3,3,2,2,2,3,3,2,2,3,2,3,2,3,1,3,3,3,1,1
178384430877,A,3,3,3,3,3,2,3,2,1,2,3,1,3,3,3,2,3,3,3,3,3,3,3,1,3,3,3,0,-1
196136516176,A,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,2,3,3,3,1,2,3,3,3,0
86125768637,A,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,3,1,2,2,1,1,1,1,2,1,1,-1,2
187234898842,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,0,3,3,3,2,-1
46830148782,A,2,3,3,3,2,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2
14172337743,A,0,0,0,1,1,1,2,-2,3,3,1,-1,0,0,1,1,2,2,1,-1,2,2,2,-1,2,2,1,-2,-3
77027483050,A,2,2,3,3,2,2,1,2,2,1,3,3,2,2,3,2,2,1,2,2,2,2,2,0,3,3,2,2,3
58373033921,A,3,2,2,3,3,3,3,3,2,1,2,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2
33520220752,A,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,3
148023722186,A,2,2,1,2,3,2,2,1,2,3,1,-1,1,2,2,2,2,2,3,2,3,2,2,-2,2,3,3,-1,-2
45238432690,A,2,2,3,3,2,3,3,3,2,2,3,3,2,2,3,2,2,2,2,2,3,3,2,1,3,2,2,1,1
26880275924,A,3,2,2,3,3,3,1,3,2,2,2,3,3,3,3,3,3,1,3,-1,3,3,2,3,2,3,3,2,2
10851670763,A,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,0,2,-1,3,2,2,1,2,3,2,2,3
196833958754,A,1,2,2,2,2,2,-1,1,1,2,2,-1,1,-1,1,2,2,2,3,2,1,1,2,1,-1,0,1,-1,-1
47879170179,A,3,-1,1,2,3,-1,2,2,2,2,-1,2,1,2,2,3,2,-1,2,-2,3,2,2,-1,2,2,2,1,-2
197066683586,A,2,2,2,3,3,2,1,3,1,2,0,2,3,3,2,3,3,1,3,-1,3,2,3,-2,2,3,3,2,-2
183479678298,A,3,2,3,3,3,3,3,3,2,3,3,1,3,3,2,3,3,3,3,2,3,3,3,-1,3,3,3,2,-1
14054370925,A,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3,3,2
157602454493,A,2,3,2,3,3,2,2,2,2,2,2,3,3,2,3,2,3,2,3,2,3,3,3,2,3,2,3,3,2
62569064634,A,3,2,3,1,2,2,3,2,2,1,2,2,3,2,2,2,2,3,2,2,2,2,2,2,3,2,2,3,2
198958800476,A,0,0,2,0,0,0,-1,0,2,-1,0,0,1,0,2,0,0,-1,0,-1,0,2,0,1,0,0,2,0,0
98171863562,A,2,0,0,2,1,2,1,-2,2,1,-1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,-1,1
159826371699,A,2,2,3,3,2,2,3,2,2,3,3,2,2,3,2,2,3,3,2,1,2,3,3,2,2,3,3,3,2
14024936427,A,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2
14039874329,A,3,3,2,3,3,3,3,2,2,2,1,1,2,2,2,3,3,2,3,2,3,2,3,3,2,2,3,0,3
8111107959,A,3,3,3,2,2,3,3,2,3,3,3,2,3,3,2,2,2,3,3,3,2,3,2,3,3,2,2,0,3
141841225570,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2
92190681913,A,3,2,2,3,2,2,3,2,2,2,2,2,2,3,3,2,2,2,3,3,2,2,2,2,3,2,2,3,3
118756343249,A,2,2,1,2,2,1,1,1,1,2,2,2,2,2,1,3,2,1,1,2,2,2,1,1,3,2,2,2,2
70941995671,A,3,2,2,3,3,2,3,2,-2,2,2,2,3,2,-2,3,3,2,3,3,3,2,2,1,3,3,3,1,1
153673336957,A,2,2,3,3,2,2,3,3,1,0,2,2,2,3,3,1,3,3,3,2,3,3,3,1,2,3,2,2,0
47849440477,A,3,1,3,3,3,3,2,2,-1,1,0,3,2,1,3,3,3,0,3,-1,3,1,3,0,3,2,2,0,-1
85941359912,A,3,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,2
174531470752,A,2,1,3,2,2,2,2,3,2,2,2,-1,2,2,2,2,3,3,3,2,2,2,2,-2,2,2,2,1,-2
137219333352,A,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,1,3,3,3,3,2
108502177519,A,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,0,1
43314472545,A,3,1,3,2,3,2,1,0,2,3,3,2,2,3,2,3,2,-1,3,0,1,3,3,1,2,2,2,3,3
147777082263,A,3,3,3,3,2,2,3,2,2,3,2,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3
32405228930,A,2,2,1,2,1,2,1,3,2,2,2,2,2,2,3,2,3,3,3,2,-1,2,2,2,1,2,2,2,2
186760027226,A,3,3,2,3,3,3,3,3,3,2,3,2,3,2,3,3,3,2,3,-1,2,3,3,3,1,3,3,1,2
78339912815,A,3,3,3,3,3,3,3,3,1,2,2,2,3,2,3,3,3,3,3,1,3,3,3,3,3,3,2,2,2
40346297065,A,0,1,1,2,2,3,3,0,1,3,1,2,3,1,2,2,3,-2,2,0,2,2,1,1,1,3,1,1,1
21770684012,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8233109893,A,3,3,2,3,3,3,3,2,3,3,2,2,2,2,2,3,2,2,3,2,3,3,3,3,2,3,3,2,3
33333855095,A,2,2,3,1,2,2,1,2,2,2,2,2,2,3,3,3,2,2,3,1,2,2,3,2,3,2,2,2,1
109861608312,A,3,2,2,2,3,2,2,2,3,2,2,2,3,3,3,3,3,2,3,-1,3,1,2,3,2,3,3,3,3
46203995538,A,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
177607378376,A,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,1,2
139184975634,A,2,2,2,3,2,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,2,3,1,3,3,3,1,1
206174552275,A,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,3,1,3,1,2,3,2,2,2,2,2,2,2
104569428322,A,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
145964270949,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
208821573593,A,3,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2
52816480026,A,3,3,3,3,3,3,3,1,3,3,1,0,3,2,3,3,3,3,3,2,3,3,2,1,3,3,3,-2,1
143599206470,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-2,2
109311165848,A,2,2,2,2,3,2,3,2,2,1,3,2,1,1,2,2,3,2,2,3,2,2,2,2,3,3,3,2,1
199367408724,A,3,3,2,2,3,3,3,2,2,3,3,2,3,2,3,3,2,3,3,3,3,3,3,2,3,3,3,2,3
67818433799,A,2,2,2,3,3,3,3,2,3,2,1,3,2,2,3,2,1,3,2,-2,3,3,1,-1,2,2,2,1,-1
180500396522,A,3,2,2,3,3,3,3,3,2,3,3,0,3,2,3,2,3,3,3,3,,,3,3,3,3,3,,3
61589556835,A,3,2,2,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,-1
198455632859,A,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,3,3,3,2,2,2,2,2,2
92238724538,A,2,1,2,1,3,1,-1,0,3,2,1,2,2,2,1,2,3,0,1,1,1,1,2,0,2,1,2,2,-1
82516076539,A,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,-2,3,-2,3,3,3,3,2,3,2,3,3
199561649486,A,3,2,2,2,3,2,1,2,2,2,2,2,2,3,2,2,3,1,2,2,3,2,2,2,2,2,2,2,2
46381434995,A,3,,2,3,3,3,3,2,,3,,3,,3,3,3,3,3,3,3,3,3,3,3,,3,3,2,3
105659619343,A,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3
44144519091,A,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
170521144865,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
185493561957,A,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
65241473422,A,1,2,2,2,2,-1,2,1,-1,1,1,1,2,3,1,2,2,1,2,1,2,2,2,2,1,2,2,1,2
87101343595,A,2,1,1,2,2,3,2,2,3,2,1,1,2,1,2,2,3,3,2,1,1,3,1,3,2,2,2,-1,1
207349984919,A,2,2,2,3,2,2,3,1,2,3,2,1,2,2,3,2,3,3,2,2,2,3,2,3,1,3,2,1,3
174152818759,A,3,2,2,2,3,2,3,2,2,3,2,2,3,2,2,3,3,2,3,2,3,2,3,2,2,3,3,,2
40245973789,A,3,2,2,3,3,2,2,3,,3,3,3,3,3,1,2,2,-1,3,2,2,2,2,2,3,3,3,3,2
176706627011,A,3,3,2,3,2,3,2,2,3,3,3,1,3,3,3,3,2,3,3,3,3,3,2,2,2,3,2,3,3
170509240083,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
132333860067,A,2,1,1,-1,2,-1,2,-1,0,2,1,0,2,1,-1,1,2,1,1,2,1,1,1,-1,0,1,1,2,-2
165073251647,A,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,1,2,2,2,1,1
110588370655,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3
143766551522,A,1,2,2,1,3,2,3,1,1,1,2,2,2,1,2,2,2,2,3,1,2,2,2,2,1,2,2,1,2
172420813569,A,2,3,2,3,3,-3,2,2,2,2,2,2,3,3,1,2,3,2,3,1,3,3,2,1,3,3,3,2,1
199567035114,A,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,3,3,3,3,2,2,2,2,2,2,2,3,2,2
198723446715,A,2,2,2,2,2,3,2,2,2,2,2,-2,2,-2,2,2,2,2,2,2,2,1,2,2,-1,3,2,-2,2
1561378723,A,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,1,2
137881339420,A,3,3,3,3,2,2,2,2,1,3,2,2,2,2,3,2,2,1,2,-1,2,2,2,0,2,2,2,1,1
19778616254,A,3,3,3,-3,3,-3,-3,-3,3,3,3,3,3,3,-3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
137876041415,A,3,1,1,2,3,3,2,2,2,2,1,-1,2,2,3,2,2,2,2,-1,2,2,2,-2,1,2,2,2,1
184168418389,A,1,1,1,2,2,2,2,1,-1,1,1,1,1,1,2,2,2,1,2,1,-1,1,1,1,1,2,-2,-1,0
86358972110,A,3,3,2,2,3,2,2,2,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2
10247252713,A,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
154330067664,A,2,2,2,2,3,2,2,3,2,2,2,3,2,3,2,-1,3,3,3,3,2,2,3,2,3,3,1,3,3
82408135163,A,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
10655506588,A,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,2,3
142006838076,A,2,2,2,2,3,3,3,2,3,3,1,2,2,2,3,3,2,3,3,2,2,2,2,2,3,2,2,2,2
103940952360,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2
159136575442,A,2,2,2,2,2,3,2,2,3,2,2,2,3,3,3,3,3,2,3,3,3,2,3,2,2,2,3,1,2
108988433444,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3
62790413227,A,2,1,1,2,3,2,2,2,2,2,1,2,1,2,3,3,2,3,2,2,2,2,2,2,2,3,2,1,2
84097917520,A,1,0,-1,-1,2,0,-2,-1,-2,0,-2,-1,-1,-1,0,-1,2,0,0,-1,0,0,0,-2,1,1,1,-2,0
105255992333,A,2,2,2,2,3,3,3,2,2,2,2,2,2,3,2,2,3,2,3,3,2,2,2,2,3,2,3,2,2
174925913264,A,2,2,1,1,2,2,2,1,3,2,1,3,2,2,2,2,2,2,2,-1,2,2,2,2,2,2,2,1,3
53962590689,A,2,2,2,3,2,2,2,3,3,2,2,3,2,2,2,2,2,3,2,1,2,2,3,0,3,3,3,1,0
116071226673,A,2,3,2,3,3,3,2,3,3,3,2,2,2,3,2,3,3,2,3,0,2,3,3,3,3,3,2,0,2
